address,lat,lon,formatted_address,loc_type
900 COTTAGE LN Charlottesville VA,38.0451392,-78.4978984,"900 Cottage Ln, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 250 BYPASS Charlottesville VA,38.0389116,-78.468338,"700 US-250 BYP, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 WATER ST Charlottesville VA,38.0295594,-78.4803683,"300 Water St E, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1800 AVON ST EXT Charlottesville VA,37.9944378,-78.5021447,"1800 Avon Street Ext, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1200 GRAVES ST Charlottesville VA,NA,NA,NA,NA
600 LYONS COURT LN Charlottesville VA,38.0375795,-78.4735122,"600 Lyons Ct Ln, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 MARKET ST Charlottesville VA,38.0309106,-78.4795466,"300 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
100 BANBURY ST Charlottesville VA,38.0625735,-78.466712,"Banbury St, Charlottesville, VA 22901, USA",GEOMETRIC_CENTER
900 ROCKLAND AVE Charlottesville VA,38.0164658,-78.4804302,"900 Rockland Ave, Charlottesville, VA 22902, USA",ROOFTOP
1000 ALAVISTA AVE Charlottesville VA,38.0180764,-78.4771336,"1000 Altavista Ave, Charlottesville, VA 22902, USA",ROOFTOP
100 HOWARD DR Charlottesville VA,38.0483243,-78.4937069,"100 Howard Dr, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1900 GREENBRIER DR Charlottesville VA,38.0640541,-78.4755765,"1900 Greenbrier Dr, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
800 HOLLY DR Charlottesville VA,38.0570481,-78.4738012,"800 Holly Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
300 JONES ST Charlottesville VA,38.029331,-78.4991742,"300 Jones St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
400 8TH ST NW Charlottesville VA,38.0350044,-78.4895453,"400 8th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 ROSE HILL DR Charlottesville VA,38.0375644,-78.487679,"700 Rose Hill Dr, Charlottesville, VA 22903, USA",ROOFTOP
900 RIALTO ST Charlottesville VA,38.0216562,-78.478968,"900 Rialto St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1000 1ST ST S Charlottesville VA,38.0206477,-78.4872627,"1000 1st St S, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 5TH ST Charlottesville VA,38.0099422,-78.5062343,"1100 5th St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
200 2ND ST SE Charlottesville VA,38.029804,-78.4811051,"200 2nd St SE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 VINE ST Charlottesville VA,38.0194193,-78.4673519,"Vine St, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
1600 KING MOUNTAIN RD Charlottesville VA,38.0594895,-78.4782454,"1600 King Mountain Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
200 HILLSDALE DR Charlottesville VA,38.0740817,-78.4750256,"Hillsdale Dr, Charlottesville, VA 22901, USA",GEOMETRIC_CENTER
1400 CEDARS CT Charlottesville VA,38.0567564,-78.5005986,"1400 Cedars Ct, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 GREENBRIER DR AND WESTFIELD RD Charlottesville VA,38.0694816,-78.4819389,"Westfield Rd & Greenbrier Dr, Charlottesville, VA 22901, USA",GEOMETRIC_CENTER
100 MONACAN TRAIL AND TEAL RD Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1000 BURGESS LN Charlottesville VA,38.0245844,-78.4644834,"1000 Burgess Ln, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1700 CONCORD AVE Charlottesville VA,38.0396744,-78.4857431,"1700 Concord Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1400 UNIVERSITY WAY Charlottesville VA,38.0340277,-78.5000549,"1400 University Ave, Charlottesville, VA 22903, USA",ROOFTOP
800 CONCORD AVE Charlottesville VA,38.0389052,-78.4848554,"800 Concord Ave, Charlottesville, VA 22903, USA",ROOFTOP
400 PORTOR AVE Charlottesville VA,38.0166662,-78.5107435,"Porter Ave, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 CHESTNUT ST Charlottesville VA,38.067589,-78.428458,"100 Chestnut Ridge Rd, Charlottesville, VA 22911, USA",ROOFTOP
1600 MARIDIAN ST Charlottesville VA,38.0158881,-78.4810371,"1600 Meridian St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
500 HAIIR ST Charlottesville VA,38.0350986,-78.4855337,"500 Harris St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
200 TODD AVE Charlottesville VA,38.024885,-78.513271,"200 Todd Ave, Charlottesville, VA 22903, USA",ROOFTOP
700 DICE ST Charlottesville VA,38.0296626,-78.4913111,"700 Dice St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 LEE PARK Charlottesville VA,38.0317892,-78.4806479,"Emancipation Park, 101 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
100 ST NW Charlottesville VA,38.0306673,-78.4817361,"100 2nd St NW, Charlottesville, VA 22902, USA",ROOFTOP
100 HARRIS Charlottesville VA,38.0153611,-78.4967572,"100 Harris Rd, Charlottesville, VA 22902, USA",ROOFTOP
100 5TH ST EXT Charlottesville VA,38.0300801,-78.4779006,"100 5th St NE, Charlottesville, VA 22902, USA",ROOFTOP
200 10TH ST NE Charlottesville VA,38.0288803,-78.473476,"200 10th St NE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
700 BROWN ST Charlottesville VA,38.0326411,-78.4897378,"700 Brown St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 AZALEA DR Charlottesville VA,38.015727,-78.511535,"100 Azalea Dr, Charlottesville, VA 22903, USA",ROOFTOP
600 E JEFFERSON ST Charlottesville VA,38.0314604,-78.4771853,"600 E Jefferson St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
200 13TH ST NW Charlottesville VA,38.0344404,-78.4979092,"200 13th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 LANDFORD AVE Charlottesville VA,38.021285,-78.4870571,"100 Lankford Ave, Charlottesville, VA 22902, USA",ROOFTOP
500 9TH ST SE Charlottesville VA,38.0278963,-78.4949728,"500 9th St SW, Charlottesville, VA 22903, USA",ROOFTOP
1800 RUGBY AVE Charlottesville VA,38.0463804,-78.4931052,"1800 Rugby Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 BYPASS Charlottesville VA,38.0112049,-78.4983558,"415 Merchant Walk Square #100, Charlottesville, VA 22902, USA",ROOFTOP
500 11TH ST NW Charlottesville VA,38.0380968,-78.4939455,"500 11th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
900 RAYMOND AVE Charlottesville VA,38.0190761,-78.4927323,"900 Raymond Rd, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1600 CASTALIA ST Charlottesville VA,38.01474,-78.4795312,"1600 Castalia St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 BARRACKS RD Charlottesville VA,38.0619272,-78.5119415,"Barracks Rd, Charlottesville, VA, USA",GEOMETRIC_CENTER
100 PRESTON AVE Charlottesville VA,38.0312195,-78.482897,"100 Old Preston Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 STEWART CIR Charlottesville VA,38.043488,-78.4943119,"100 Stewart Cir, Charlottesville, VA 22903, USA",ROOFTOP
100 HOLY CT Charlottesville VA,38.0580284,-78.4747305,"100 Holly Ct, Charlottesville, VA 22901, USA",ROOFTOP
300 VALLEY RD EXT Charlottesville VA,38.027898,-78.5052568,"300 Valley Rd Extension, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
500 HARRIS ST Charlottesville VA,38.0350986,-78.4855337,"500 Harris St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MCINITIRE / NELSON DR Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1600 CABELL AVE Charlottesville VA,38.0439024,-78.4929969,"1600 Cabell Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 MOBILE LN Charlottesville VA,38.0118439,-78.517287,"700 Mobile Ln, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MONTICELLO AVE / 200 GLEASON ST Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1600 RIALTO ST Charlottesville VA,38.0170458,-78.4826077,"1600 Rialto St, Charlottesville, VA 22902, USA",ROOFTOP
1000 ROSE HILL DR Charlottesville VA,38.0416581,-78.4840172,"1000 Rose Hill Dr, Charlottesville, VA 22903, USA",ROOFTOP
100 GORDON AVE Charlottesville VA,38.0393858,-78.4972304,"Gordon Ave, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
200 MADISON AVE Charlottesville VA,38.0420189,-78.4900238,"Madison Ave, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
700 DELL LN Charlottesville VA,38.0440458,-78.4660615,"700 Dell Ln, Charlottesville, VA 22901, USA",ROOFTOP
100 WINSTON RD / OLD FARM RD Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
700 CHARLTON AVE Charlottesville VA,38.037645,-78.4857339,"700 Charlton Ave, Charlottesville, VA 22903, USA",ROOFTOP
600 ELLIOTT AVE Charlottesville VA,38.0217479,-78.4829494,"600 Elliott Ave, Charlottesville, VA 22902, USA",ROOFTOP
200 9TH ST NW Charlottesville VA,38.034575,-78.4919713,"200 9th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MADISON ST Charlottesville VA,38.0364048,-78.5023953,"100 Madison Ln, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1100 MYRTLE ST Charlottesville VA,38.0242262,-78.4718525,"1100 Myrtle St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
200 MICHIE DR Charlottesville VA,38.0612834,-78.4857846,"2111 Michie Dr # 50A, Charlottesville, VA 22901, USA",ROOFTOP
100 JEFFERSON ST Charlottesville VA,38.03211,-78.4810509,"100 E Jefferson St, Charlottesville, VA 22902, USA",ROOFTOP
700 ST CHARLES AVE Charlottesville VA,38.0345506,-78.4703249,"700 St Charles Ave, Charlottesville, VA 22902, USA",ROOFTOP
1700 RUGBY AVE Charlottesville VA,38.045859,-78.4909713,"1700 Rugby Ave, Charlottesville, VA 22903, USA",ROOFTOP
400 6TH ST SW Charlottesville VA,38.0285317,-78.4899361,"400 6th St SW, Charlottesville, VA 22903, USA",ROOFTOP
100 DRIVE Charlottesville VA,38.0160823,-78.523303,"100 Yellowstone Dr, Charlottesville, VA 22903, USA",ROOFTOP
200 DRUID AVE Charlottesville VA,38.0182746,-78.4793401,"Druid Ave, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
200 EDNAM DR Charlottesville VA,38.0484601,-78.542075,"200 Ednam Dr, Charlottesville, VA 22903, USA",ROOFTOP
900 HILTON HEIGHTS RD Charlottesville VA,38.0987053,-78.4669225,"900 Hilton Heights Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
200 4TH ST SE Charlottesville VA,38.0293205,-78.4796196,"200 4th St SE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
900 BLENHEIM AVE Charlottesville VA,38.0210686,-78.4770713,"900 Blenheim Ave, Charlottesville, VA 22902, USA",ROOFTOP
600 NASSAU ST Charlottesville VA,38.0197239,-78.46638,"600 Nassau St, Charlottesville, VA 22902, USA",ROOFTOP
1600 CAMBRIDGE CIR Charlottesville VA,38.0487806,-78.4867956,"1600 Cambridge Cir, Charlottesville, VA 22903, USA",ROOFTOP
1200 MONTICELLO RD Charlottesville VA,38.0213552,-78.4726514,"1200 Monticello Rd, Charlottesville, VA 22902, USA",ROOFTOP
300 GREENBRIER DR Charlottesville VA,38.0742408,-78.4901106,"300 Greenbrier Dr, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
300 4TH ST NW Charlottesville VA,38.0324005,-78.4851489,"300 4th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
2000 ABBEY RD Charlottesville VA,38.0296216,-78.4442376,"2000 Abbey Rd, Charlottesville, VA 22911, USA",RANGE_INTERPOLATED
100 UVA ER Charlottesville VA,38.0335529,-78.5079772,"Charlottesville, VA, USA",GEOMETRIC_CENTER
700 AVON ST Charlottesville VA,38.0243175,-78.4791643,"700 Avon St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1400 14TH ST NW Charlottesville VA,38.0375221,-78.4977858,"14th St NW, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 MAYWOOD & JEFFERSON PARK AVE Charlottesville VA,38.0293134,-78.5093549,"Maywood Ln & Jefferson Park Ave, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 11TH ST NW AND GRADY Charlottesville VA,38.0391121,-78.493425,"11th St NW & Grady Ave, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
500 MERIDIAN ST Charlottesville VA,38.0243604,-78.4748739,"500 Meridian St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
900 2ND ST Charlottesville VA,38.0264868,-78.4826641,"900 2nd St SE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1600 KENWOOD LN Charlottesville VA,38.0571197,-78.4785513,"1600 Kenwood Ln, Charlottesville, VA 22901, USA",ROOFTOP
100 MORTON LN Charlottesville VA,38.2351628,-78.3387791,"100 Morton Ln, Barboursville, VA 22923, USA",RANGE_INTERPOLATED
1600 5TH ST Charlottesville VA,38.0049862,-78.5172096,"1600 5th St, Charlottesville, VA 22902, USA",ROOFTOP
200 5TH ST Charlottesville VA,38.0306252,-78.4780935,"200 5th St NE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1500 AVON ST EXT Charlottesville VA,38.015813,-78.4854549,"1500 Avon Street Ext, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 HOMESTEAD PLACE Charlottesville VA,38.2795896,-78.4479821,"100 Homestead Pl, Stanardsville, VA 22973, USA",RANGE_INTERPOLATED
1900 IVY RD Charlottesville VA,38.0398351,-78.5066441,"1900 Ivy Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 BARRACKS RD / EMMET ST N Charlottesville VA,38.039893,-78.506392,"100 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
2800 250 BYPASS Charlottesville VA,38.0168013,-78.4030841,"2800 US-250, Charlottesville, VA 22911, USA",RANGE_INTERPOLATED
500 BAILEY RD Charlottesville VA,38.0206553,-78.4946589,"500 Bailey Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 MADISON Charlottesville VA,38.0413508,-78.4938895,"700 Madison Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1000 SAMUEL MILLER LOOP Charlottesville VA,38.0061979,-78.7012696,"1000 Samuel Miller Loop, Charlottesville, VA 22903, USA",ROOFTOP
600 ALTAVISTA ST Charlottesville VA,38.0209521,-78.483455,"600 Altavista Ave, Charlottesville, VA 22902, USA",ROOFTOP
1600 LONG ST Charlottesville VA,38.0345609,-78.4588657,"1600 Long St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 SOUTH ST Charlottesville VA,38.0301796,-78.4842042,"300 South Street West, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1700 CHESAPEAKE ST Charlottesville VA,38.024114,-78.458955,"1700 Chesapeake St, Charlottesville, VA 22902, USA",ROOFTOP
1100 GROVE ST Charlottesville VA,38.0293341,-78.499184,"1100 Grove St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1200 EMMET ST W Charlottesville VA,38.052833,-78.498468,"1200 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
700 FARISH LANE Charlottesville VA,38.0343221,-78.4739185,"700 Farish St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 1ST ST NW Charlottesville VA,38.0323001,-78.4808062,"300 1st St N, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
500 CASTALIA ST Charlottesville VA,38.0219036,-78.4744945,"500 Castalia St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
9100 EMMET ST N Charlottesville VA,38.0510339,-78.5008647,"Emmet St N, Charlottesville, VA, USA",GEOMETRIC_CENTER
1200 GORDON AVE Charlottesville VA,38.0384212,-78.4950904,"1200 Gordon Ave, Charlottesville, VA 22903, USA",ROOFTOP
200 GORDON AVE Charlottesville VA,38.0393858,-78.4972304,"Gordon Ave, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
600 MERIDIAN ST Charlottesville VA,38.0236308,-78.4754668,"600 Meridian St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
600 MASON LN Charlottesville VA,38.019719,-78.465523,"600 Mason St, Charlottesville, VA 22902, USA",ROOFTOP
900 KEITH RD Charlottesville VA,38.2631181,-78.4591227,"900 Keith Rd, Stanardsville, VA 22973, USA",RANGE_INTERPOLATED
1000 CITY WALK WAY Charlottesville VA,38.0253812,-78.468926,"1000 City Walk Way, Charlottesville, VA 22902, USA",ROOFTOP
700 W WATER ST Charlottesville VA,38.0286134,-78.4755722,"700 Water St E, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 BARNETT ST Charlottesville VA,38.0745284,-78.4547823,"Barnett Street, Charlottesville, VA 22901, USA",GEOMETRIC_CENTER
400 13TH ST EXT Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
100 ROBERTSON AVE Charlottesville VA,38.024362000000004,-78.5148374,"100 Robertson Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 VINE/RIVES ST Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1400 BELLEVIEW AVE Charlottesville VA,38.0366274,-78.4580719,"1400 Belleview Ave, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1600 ROSE HILL DR Charlottesville VA,38.04953,-78.482677,"1600 Rose Hill Dr, Charlottesville, VA 22903, USA",ROOFTOP
2600 JEFFERSON PARK AVE Charlottesville VA,38.0186742,-78.512969,"2600 Jefferson Park Ave, Charlottesville, VA 22903, USA",ROOFTOP
1300 UNIVERSITY AVE Charlottesville VA,38.0340428,-78.5000815,"1300 University Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 9TH ST SW Charlottesville VA,38.0281225,-78.4952843,"9th St SW, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
600 ST SW Charlottesville VA,38.1277734,-78.3872879,"Co Rd 600, Charlottesville, VA, USA",GEOMETRIC_CENTER
1100 RIVER CT Charlottesville VA,38.0423935,-78.4564235,"1100 River Ct, Charlottesville, VA 22901, USA",ROOFTOP
100 SOMESSO CT Charlottesville VA,38.0234746,-78.4889953,"Somesso Ct, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
600 RIDGE MCINTIRE RD Charlottesville VA,38.036698,-78.4791682,"600 McIntire Rd, Charlottesville, VA 22902, USA",ROOFTOP
100 RIVANNA TRAIL Charlottesville VA,38.0285473,-78.4577223,"Rivanna Trail, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
100 ST CHARLES CT Charlottesville VA,38.0439313,-78.4606309,"St Charles Ct, Charlottesville, VA 22901, USA",GEOMETRIC_CENTER
1700 KENWOOD LN Charlottesville VA,38.0591644,-78.4805933,"1700 Kenwood Ln, Charlottesville, VA 22901, USA",ROOFTOP
1100 SHAMROCK RD Charlottesville VA,38.0191831,-78.5002953,"1100 Shamrock Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
200 WAYNE AVE Charlottesville VA,38.0588344,-78.4996108,"Wayne Ave, Charlottesville, VA 22901, USA",GEOMETRIC_CENTER
2100 MILLMONT ST Charlottesville VA,38.0542923,-78.5005277,"2100 Millmont St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
800 OLD FIFTH CIR Charlottesville VA,NA,NA,NA,NA
200 HILLCREST RD Charlottesville VA,38.0416277,-78.4773689,"200 Hillcrest Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
2300 COMMONWEALTH DR Charlottesville VA,38.0730832,-78.4882967,"2300 Commonwealth Dr, Charlottesville, VA 22901, USA",ROOFTOP
900 2ND ST NE Charlottesville VA,38.0376679,-78.4764067,"900 2nd St NE, Charlottesville, VA 22902, USA",ROOFTOP
200 1ST ST Charlottesville VA,38.0315461,-78.4811405,"200 1st St N, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
500 MONROE LN Charlottesville VA,38.0293139,-78.5035711,"500 Monroe Ln, Charlottesville, VA 22903, USA",ROOFTOP
400 GORDON AVE Charlottesville VA,38.0393858,-78.4972304,"Gordon Ave, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
1400 GREENLEAF LN Charlottesville VA,38.0494076,-78.482342,"1400 Greenleaf Ln, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
800 9TH ST SW Charlottesville VA,38.0252594,-78.4951449,"800 9th St SW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 BROWN ST Charlottesville VA,38.0323276,-78.4879421,"600 Brown St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 GENTRY LN Charlottesville VA,38.0530764,-78.4845899,"Gentry Ln, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
300 6TH ST NW Charlottesville VA,38.0323175,-78.4879252,"300 6th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
300 WOODBROOK DR Charlottesville VA,38.087814,-78.4702205,"300 Woodbrook Dr, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
200 2ND ST Charlottesville VA,38.029804,-78.4811051,"200 2nd St SE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
700 WATER ST Charlottesville VA,38.0286134,-78.4755722,"700 Water St E, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1400 9 1/2 ST NE Charlottesville VA,NA,NA,NA,NA
800 RUN ST Charlottesville VA,38.0345408,-78.4935177,"800 Run St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 RUGBY AVE Charlottesville VA,38.0418012,-78.5000742,"600 Rugby Rd, Charlottesville, VA 22903, USA",ROOFTOP
100 LEWIS MOUNTAIN CIR Charlottesville VA,38.0391301,-78.513932,"100 Lewis Mountain Cir, Charlottesville, VA 22903, USA",ROOFTOP
700 OLD LYNCHBURG RD Charlottesville VA,38.000562,-78.527558,"700 Old Lynchburg Rd, Samuel Miller, VA, USA",RANGE_INTERPOLATED
2200 SHELBY DR Charlottesville VA,38.0625369,-78.4941796,"2200 Shelby Dr, Charlottesville, VA 22901, USA",ROOFTOP
100 MM 94 I64 E Charlottesville VA,38.034899,-78.6288796,"Interstate 64 West at mile marker 113, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 SHALE PL Charlottesville VA,38.014427,-78.495966,"100 Shale Pl, Charlottesville, VA 22902, USA",ROOFTOP
800 SHAMROCK RD Charlottesville VA,38.0189374,-78.5001957,"800 Shamrock Rd, Charlottesville, VA 22903, USA",ROOFTOP
600 15TH ST NW Charlottesville VA,38.0405021,-78.4971877,"600 15th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 ANGUS RD Charlottesville VA,38.0617418,-78.5010512,"100 Angus Ct, Charlottesville, VA 22901, USA",ROOFTOP
100 DELEVAN ST Charlottesville VA,38.0301838,-78.4901878,"Delevan St, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 STONEHENGE AVE Charlottesville VA,38.0516603,-78.4678638,"100 Stonehenge Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
700 DELEVAN ST Charlottesville VA,38.0301734,-78.4901469,"700 Delevan St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1800 BRANDYWINE DR Charlottesville VA,38.0637215,-78.4772809,"1800 Brandywine Dr, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
800 VILLAGE RD Charlottesville VA,38.0181586,-78.5008745,"800 Village Rd, Charlottesville, VA 22903, USA",ROOFTOP
500 EMMET ST N Charlottesville VA,38.045135,-78.504256,"500 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
200 CARLTON AVE Charlottesville VA,38.02346,-78.468795,"200 Carlton Rd, Charlottesville, VA 22902, USA",ROOFTOP
100 BUCKINGHAM RD Charlottesville VA,38.0486461,-78.494791,"100 Buckingham Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
300 6TH ST Charlottesville VA,38.0292897,-78.4896319,"300 6th St SW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
500 GEORGETOWN RD Charlottesville VA,38.070009,-78.499607,"500 Georgetown Rd, Charlottesville, VA 22901, USA",ROOFTOP
1900 EDGEWOOD LN Charlottesville VA,38.0453854,-78.501819,"1900 Edgewood Ln, Charlottesville, VA 22903, USA",ROOFTOP
100 BOLLINGWOOD RD Charlottesville VA,38.0394386,-78.5124847,"100 Bollingwood Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1300 RIVERSIDE AVE Charlottesville VA,38.025702,-78.454395,"Riverside Ave, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
900 9 1/2 ST NE Charlottesville VA,38.0308499,-78.4735065,"900 9 1/2 St NE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 HARRIS ST Charlottesville VA,38.039401,-78.48031,"1100 Harris St, Charlottesville, VA 22903, USA",ROOFTOP
1300 MADISON AVE Charlottesville VA,38.0413574,-78.4845799,"1300 Madison Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
200 E MARTIN Charlottesville VA,37.8949974,-78.3118058,"200 Martin Ln, Palmyra, VA 22963, USA",RANGE_INTERPOLATED
100 6TH ST NW Charlottesville VA,38.0310975,-78.4883613,"100 6th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1000 BROADWAY Charlottesville VA,38.0223456,-78.4621138,"1000 Broadway St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1800 BROADWAY Charlottesville VA,38.0213741,-78.4590798,"1800 Broadway St, Charlottesville, VA 22902, USA",ROOFTOP
400 10TH ST Charlottesville VA,38.031065,-78.4715677,"400 10th St NE, Charlottesville, VA 22902, USA",ROOFTOP
100 WAHOO WAY Charlottesville VA,38.007768,-78.5175158,"100 Wahoo Way, Charlottesville, VA 22903, USA",ROOFTOP
100 LITTLE HIGH ST Charlottesville VA,38.0300199,-78.4689396,"Little High St, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
2000 HESSIAN RD Charlottesville VA,38.0505561,-78.4958721,"2000 Hessian Rd, Charlottesville, VA 22903, USA",ROOFTOP
1600 WINSTON RD Charlottesville VA,38.0445907,-78.4969499,"1600 Winston Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
300 FRANKLIN ST Charlottesville VA,38.0225736,-78.4620903,"300 Franklin St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 BAKER ST Charlottesville VA,38.0260763,-78.5029017,"100 N Baker St, Charlottesville, VA 22903, USA",ROOFTOP
1300 6TH ST SE Charlottesville VA,38.0204175,-78.4840904,"1300 6th St SE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 ST CHARLES AVE Charlottesville VA,38.0433013,-78.4612794,"1100 St Charles Ct, Charlottesville, VA 22901, USA",ROOFTOP
